ID DECLARATION;TYPE DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE DECLARATION;MOIS DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d;mois_annee_decla
49247;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;70 Avenue des Gobelins, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2021-06-18;2021;6;Androï;DEVE-SAB;G2021F049247;"{""coordinates"": [2.354332201466774, 48.83242399485269], ""type"": ""Point""}";48.83242399485269,2.354332201466774;2021-06
47488;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;61 Boulevard Pasteur, 75015 PARIS;75015;Paris 15;15;PASTEUR - MONTPARNASSE;2021-06-17;2021;6;Androï;DVD;G2021F047488;"{""coordinates"": [2.314521805862731, 48.8413999975623], ""type"": ""Point""}";48.8413999975623,2.314521805862731;2021-06
32088;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;239 Rue du Faubourg Saint-Martin, 75010 PARIS;75010;Paris 10;10;LOUIS BLANC - AQUEDUC;2021-06-12;2021;6;IOPage DMR Paris.fr application;DEVE-SAB;A2021F032088;"{""coordinates"": [2.366649996609607, 48.882435002398424], ""type"": ""Point""}";48.882435002398424,2.366649996609607;2021-06
32836;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;8bis Rue Lebon, 75017 PARIS;75017;Paris 17;17;TERNES - MAILLOT;2021-06-12;2021;6;IOPage DMR Paris.fr application;;A2021F032836;"{""coordinates"": [2.291922604658492, 48.88110000341947], ""type"": ""Point""}";48.88110000341947,2.291922604658492;2021-06
38998;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;16 Boulevard de Charonne, 75020 PARIS;75020;Paris 20;20;PLAINE LAGNY;2021-06-14;2021;6;IOPage DMR Paris.fr application;;A2021F038998;"{""coordinates"": [2.3991779935531676, 48.84926000304594], ""type"": ""Point""}";48.84926000304594,2.3991779935531676;2021-06
41999;Arbres, végétaux et animaux;Herbes éparses;5 avenue Albert Bartholomé, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2021-06-15;2021;6;Page DMR Paris.fr;DPE-STPP-DT;S2021F041999;"{""coordinates"": [2.2928292938780155, 48.829429995669265], ""type"": ""Point""}";48.829429995669265,2.2928292938780155;2021-06
17192;Arbres, végétaux et animaux;Herbes éparses;15 Rue d'Orchampt, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-06-07;2021;6;Androï;DPE-STPP-DT;G2021F017192;"{""coordinates"": [2.337161505245348, 48.88720700115802], ""type"": ""Point""}";48.88720700115802,2.337161505245348;2021-06
26414;Arbres, végétaux et animaux;Herbes éparses;5 Parvis du Sacré-C¿ur, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-06-10;2021;6;Androï;DPE-STPP-DT;G2021F026414;"{""coordinates"": [2.342329703653242, 48.8863139951008], ""type"": ""Point""}";48.8863139951008,2.342329703653242;2021-06
37471;Arbres, végétaux et animaux;Présence de rats;17 Rue Bonaparte, 75006 PARIS;75006;Paris 6;6;SAINT - GERMAIN DES PRES;2021-06-14;2021;6;IOPage DMR Paris.fr application;DASES;A2021F037471;"{""coordinates"": [2.334491993875768, 48.85610599944297], ""type"": ""Point""}";48.85610599944297,2.334491993875768;2021-06
34627;Arbres, végétaux et animaux;Présence de rats;1 rue Cambronne, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2021-06-13;2021;6;Page DMR Paris.fr;DASES;S2021F034627;"{""coordinates"": [2.3017589940342162, 48.84739700195987], ""type"": ""Point""}";48.84739700195987,2.3017589940342162;2021-06
45875;Arbres, végétaux et animaux;Présence de rats;7 rue de Mont-Louis, 75011 PARIS;75011;Paris 11;11;LEON BLUM - FOLIE-REGNAULT;2021-06-17;2021;6;Page DMR Paris.fr;DASES;S2021F045875;"{""coordinates"": [2.3881469022929287, 48.85820799828786], ""type"": ""Point""}";48.85820799828786,2.3881469022929287;2021-06
45108;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;18 rue Lalande, 75014 PARIS;75014;Paris 14;14;MOUTON - DUVERNET;2021-06-17;2021;6;Page DMR Paris.fr;DEVE-SAB;S2021F045108;"{""coordinates"": [2.328185598181233, 48.83417500039131], ""type"": ""Point""}";48.83417500039131,2.328185598181233;2021-06
44432;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;2 Boulevard Morland, 75004 PARIS;75001;Paris 1;4;ARSENAL;2021-06-16;2021;6;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021F044432;"{""coordinates"": [2.365473301417255, 48.84779400182275], ""type"": ""Point""}";48.84779400182275,2.365473301417255;2021-06
23602;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;30 Rue de Paradis, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2021-07-09;2021;7;Androï;;G2021G023602;"{""coordinates"": [2.351968006724563, 48.87530999636123], ""type"": ""Point""}";48.87530999636123,2.351968006724563;2021-07
9665;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;58 Boulevard Mortier, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-07-04;2021;7;Androï;DEVE-SAB;G2021G009665;"{""coordinates"": [2.4090210059198593, 48.86811000110026], ""type"": ""Point""}";48.86811000110026,2.4090210059198593;2021-07
26330;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;15 Rue du Charolais, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2021-07-10;2021;7;Androï;DEVE-SAB;G2021G026330;"{""coordinates"": [2.386946403727091, 48.840004000127], ""type"": ""Point""}";48.840004000127,2.386946403727091;2021-07
38351;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;34 Rue de Chaligny, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2021-08-19;2021;8;Androï;DEVE-SAB;G2021H038351;"{""coordinates"": [2.384211306152559, 48.84851499534236], ""type"": ""Point""}";48.84851499534236,2.384211306152559;2021-08
41391;Arbres, végétaux et animaux;Herbes éparses;11  Rue de la Croix Saint-Simon, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2021-08-21;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H041391;"{""coordinates"": [2.4075031027555536, 48.85435499487539], ""type"": ""Point""}";48.85435499487539,2.4075031027555536;2021-08
49921;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;56 Avenue des Gobelins, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2021-07-20;2021;7;Androï;DEVE-SAB;G2021G049921;"{""coordinates"": [2.353710705181519, 48.83366800142815], ""type"": ""Point""}";48.83366800142815,2.353710705181519;2021-07
53051;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;86 boulevard de la Tour-Maubourg, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2021-07-21;2021;7;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021G053051;"{""coordinates"": [2.309521779784978, 48.85546926118373], ""type"": ""Point""}";48.85546926118373,2.309521779784978;2021-07
57801;Arbres, végétaux et animaux;Présence de rats;4 Square d'Amiens, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2021-07-23;2021;7;IOPage DMR Paris.fr application;DASES;A2021G057801;"{""coordinates"": [2.4110495986424683, 48.86066399833334], ""type"": ""Point""}";48.86066399833334,2.4110495986424683;2021-07
25776;Arbres, végétaux et animaux;Présence de rats;13 quai de la Garonne, 75019 PARIS;75019;Paris 19;19;MANIN - JAURES;2021-08-13;2021;8;Page DMR Paris.fr;DASES;S2021H025776;"{""coordinates"": [2.387018394764811, 48.8902360027509], ""type"": ""Point""}";48.8902360027509,2.387018394764811;2021-08
47880;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;2B Boulevard Morland, 75004 PARIS;75001;Paris 1;4;ARSENAL;2021-08-24;2021;8;IOPage DMR Paris.fr application;DEVE-SAB;A2021H047880;"{""coordinates"": [2.3653940042528987, 48.84768000142604], ""type"": ""Point""}";48.84768000142604,2.3653940042528987;2021-08
48813;Arbres, végétaux et animaux;Présence de rats;14 rue Santos-Dumont, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2021-08-24;2021;8;Page DMR Paris.fr;DASES;S2021H048813;"{""coordinates"": [2.305341998968422, 48.83380999867112], ""type"": ""Point""}";48.83380999867112,2.305341998968422;2021-08
62997;Arbres, végétaux et animaux;Présence de rats;23 rue Curnonsky, 75017 PARIS;75017;Paris 17;17;CHAMPERRET - BERTHIER;2021-07-25;2021;7;Page DMR Paris.fr;DASES;S2021G062997;"{""coordinates"": [2.294655298008503, 48.88952599906174], ""type"": ""Point""}";48.88952599906174,2.294655298008503;2021-07
62281;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;28 Rue de Lévis, 75017 PARIS;75017;Paris 17;17;LEGENDRE - LEVIS;2021-07-24;2021;7;IOPage DMR Paris.fr application;;A2021G062281;"{""coordinates"": [2.3149790010608657, 48.882736000438875], ""type"": ""Point""}";48.882736000438875,2.3149790010608657;2021-07
28402;Arbres, végétaux et animaux;Herbes éparses;46 Rue Pouchet, 75017 PARIS;75017;Paris 17;17;LA FOURCHE - GUY MOQUET;2021-08-15;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H028402;"{""coordinates"": [2.320822994019912, 48.89443199776804], ""type"": ""Point""}";48.89443199776804,2.320822994019912;2021-08
9378;Arbres, végétaux et animaux;Présence de rats;47 Rue Vauvenargues, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2021-08-05;2021;8;Androï;DASES;G2021H009378;"{""coordinates"": [2.3314540020907497, 48.895133998441274], ""type"": ""Point""}";48.895133998441274,2.3314540020907497;2021-08
33285;Arbres, végétaux et animaux;Présence de rats;3 rue Mayran, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2021-08-17;2021;8;Page DMR Paris.fr;DASES;S2021H033285;"{""coordinates"": [2.3457936965812287, 48.87686999984835], ""type"": ""Point""}";48.87686999984835,2.3457936965812287;2021-08
68017;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;18 avenue Gambetta, 75020 PARIS;75020;Paris 20;20;AMANDIERS - MENILMONTANT;2021-07-27;2021;7;Page DMR Paris.fr;;S2021G068017;"{""coordinates"": [2.389670605781117, 48.86330999869394], ""type"": ""Point""}";48.86330999869394,2.389670605781117;2021-07
19763;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;119 Rue de Tolbiac, 75013 PARIS;75013;Paris 13;13;OLYMPIADES - CHOISY;2021-08-10;2021;8;Androï;DEVE-SAB;G2021H019763;"{""coordinates"": [2.362642298012542, 48.8264599973653], ""type"": ""Point""}";48.8264599973653,2.362642298012542;2021-08
23944;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;52 Rue de Saussure, 75017 PARIS;75017;Paris 17;17;LEGENDRE - LEVIS;2022-02-10;2022;2;Androï;DEVE-SAB;G2022B023944;"{""coordinates"": [2.315055002934702, 48.88528999976613], ""type"": ""Point""}";48.88528999976613,2.315055002934702;2022-02
12607;Arbres, végétaux et animaux;Présence de rats;18 Rue George Bernard Shaw, 75015 PARIS;75015;Paris 15;15;DUPLEIX - LA MOTTE PICQUET;2022-02-06;2022;2;IOPage DMR Paris.fr application;DASES;A2022B012607;"{""coordinates"": [2.2934139004766827, 48.85166000130343], ""type"": ""Point""}";48.85166000130343,2.2934139004766827;2022-02
22512;Arbres, végétaux et animaux;Herbes éparses;157 Avenue de France, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2022-02-10;2022;2;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022B022512;"{""coordinates"": [2.3742685042149203, 48.832923997344814], ""type"": ""Point""}";48.832923997344814,2.3742685042149203;2022-02
15121;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;3 Rue Turgot, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2022-02-07;2022;2;Androï;;G2022B015121;"{""coordinates"": [2.3454281975359828, 48.87959699557862], ""type"": ""Point""}";48.87959699557862,2.3454281975359828;2022-02
31896;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;9 Place de la République, 75003 PARIS;75001;Paris 1;3;ENFANTS ROUGES;2022-02-14;2022;2;IOPage DMR Paris.fr application;DEVE-SAB;A2022B031896;"{""coordinates"": [2.3639746005635174, 48.86662999877092], ""type"": ""Point""}";48.86662999877092,2.3639746005635174;2022-02
27471;Arbres, végétaux et animaux;Présence de rats;76 boulevard Richard Lenoir, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-02-12;2022;2;IOPage DMR Paris.fr application;DASES;A2022B027471;"{""coordinates"": [2.3730613977844737, 48.86106999668163], ""type"": ""Point""}";48.86106999668163,2.3730613977844737;2022-02
16505;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;86 Quai de Valmy, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2022-02-07;2022;2;Androï;DEVE-SAB;G2022B016505;"{""coordinates"": [2.363222602729987, 48.87372200174588], ""type"": ""Point""}";48.87372200174588,2.363222602729987;2022-02
16897;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;5 allée Colette Heilbronner, 75017 PARIS;75017;Paris 17;17;MARTIN LUTHER KING;2022-02-07;2022;2;Androï;DPE-STPP-DT;G2022B016897;"{""coordinates"": [2.3103653939486537, 48.89282600328077], ""type"": ""Point""}";48.89282600328077,2.3103653939486537;2022-02
13851;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;243 Rue de Crimée, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2022-02-06;2022;2;Androï;DVD;G2022B013851;"{""coordinates"": [2.3728933002071684, 48.8941880028899], ""type"": ""Point""}";48.8941880028899,2.3728933002071684;2022-02
18526;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;37bis Rue de la Grange aux Belles, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2022-02-08;2022;2;Androï;;G2022B018526;"{""coordinates"": [2.367758503759874, 48.87524399583997], ""type"": ""Point""}";48.87524399583997,2.367758503759874;2022-02
30450;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;46 Rue d'Argout, 75002 PARIS;75001;Paris 1;2;MONTORGUEIL - SAINT-DENIS;2022-02-13;2022;2;IOPage DMR Paris.fr application;DVD;A2022B030450;"{""coordinates"": [2.343714694017157, 48.86587499914616], ""type"": ""Point""}";48.86587499914616,2.343714694017157;2022-02
39658;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;20 Rue Saint-Fargeau, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2022-02-17;2022;2;Androï;DEVE-SAB;G2022B039658;"{""coordinates"": [2.4017250051203627, 48.87130700224509], ""type"": ""Point""}";48.87130700224509,2.4017250051203627;2022-02
37305;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;8 passage Cottin, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2022-02-16;2022;2;IOPage DMR Paris.fr application;DEVE-SAB;A2022B037305;"{""coordinates"": [2.3461816064486265, 48.88784800152221], ""type"": ""Point""}";48.88784800152221,2.3461816064486265;2022-02
28618;Arbres, végétaux et animaux;Présence de rats;50 Rue Leibniz, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2022-02-12;2022;2;Androï;DASES;G2022B028618;"{""coordinates"": [2.333441304206717, 48.89620599643184], ""type"": ""Point""}";48.89620599643184,2.333441304206717;2022-02
81877;Arbres, végétaux et animaux;Présence de rats;58 Rue Coriolis, 75012 PARIS;75012;Paris 12;12;BERCY;2021-06-29;2021;6;IOPage DMR Paris.fr application;DASES;A2021F081877;"{""coordinates"": [2.38890499665133, 48.83872600078474], ""type"": ""Point""}";48.83872600078474,2.38890499665133;2021-06
18109;Arbres, végétaux et animaux;Présence de rats;9 rue Cambronne, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2021-07-07;2021;7;Page DMR Paris.fr;DASES;S2021G018109;"{""coordinates"": [2.3018358060384023, 48.84702700234051], ""type"": ""Point""}";48.84702700234051,2.3018358060384023;2021-07
18412;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;9 Boulevard Voltaire, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2021-07-07;2021;7;IOPage DMR Paris.fr application;DEVE-SAB;A2021G018412;"{""coordinates"": [2.3662306961058226, 48.86614599757173], ""type"": ""Point""}";48.86614599757173,2.3662306961058226;2021-07
57715;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;32 Rue Michel Ange, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-06-21;2021;6;Androï;DVD;G2021F057715;"{""coordinates"": [2.2622656999414703, 48.84602700293569], ""type"": ""Point""}";48.84602700293569,2.2622656999414703;2021-06
65328;Arbres, végétaux et animaux;Herbes éparses;6 Rue de Chazelles, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2021-06-24;2021;6;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021F065328;"{""coordinates"": [2.30435159616131, 48.87981399832801], ""type"": ""Point""}";48.87981399832801,2.30435159616131;2021-06
61057;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;90 Avenue Mozart, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2021-06-22;2021;6;IOPage DMR Paris.fr application;DEVE-SAB;A2021F061057;"{""coordinates"": [2.2674658036717883, 48.8516099955278], ""type"": ""Point""}";48.8516099955278,2.2674658036717883;2021-06
32589;Arbres, végétaux et animaux;Herbes éparses;67 Rue Fessart, 75019 PARIS;75019;Paris 19;19;PLATEAU;2021-09-11;2021;9;Androï;DPE-STPP-DT;G2021I032589;"{""coordinates"": [2.3819218049158954, 48.87730400331712], ""type"": ""Point""}";48.87730400331712,2.3819218049158954;2021-09
3943;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;57 rue Crozatier, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2021-12-02;2021;12;Page DMR Paris.fr;DEVE-SAB;S2021L003943;"{""coordinates"": [2.3798503948822396, 48.84889200016531], ""type"": ""Point""}";48.84889200016531,2.3798503948822396;2021-12
11581;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;218 Avenue de Flandre, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-12-06;2021;12;Androï;DVD;G2021L011581;"{""coordinates"": [2.3814657055414976, 48.89435199848849], ""type"": ""Point""}";48.89435199848849,2.3814657055414976;2021-12
11582;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;154 Avenue de Flandre, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-12-06;2021;12;Androï;DPE-STPP-DT;G2021L011582;"{""coordinates"": [2.3816267975000818, 48.89428999510466], ""type"": ""Point""}";48.89428999510466,2.3816267975000818;2021-12
4278;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;95Z avenue du Général Leclerc, 75014 PARIS;75014;Paris 14;14;JEAN MOULIN - PORTE D'ORLEANS;2021-12-02;2021;12;Androï;;G2021L004278;"{""coordinates"": [2.3266787978030288, 48.82643999858508], ""type"": ""Point""}";48.82643999858508,2.3266787978030288;2021-12
444;Arbres, végétaux et animaux;Herbes éparses;52 Avenue Paul Doumer, 75116 PARIS;75016;Paris 16;16;MUETTE NORD;2021-12-01;2021;12;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021L000444;"{""coordinates"": [2.280906198514872, 48.86010400336948], ""type"": ""Point""}";48.86010400336948,2.280906198514872;2021-12
68420;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;163 Avenue de Flandre, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-11-30;2021;11;Androï;DVD;G2021K068420;"{""coordinates"": [2.3808800053677346, 48.89385600172394], ""type"": ""Point""}";48.89385600172394,2.3808800053677346;2021-11
11805;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;23b boulevard Arago, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2021-12-06;2021;12;Page DMR Paris.fr;DEVE-SAB;S2021L011805;"{""coordinates"": [2.349216498177493, 48.83573999921907], ""type"": ""Point""}";48.83573999921907,2.349216498177493;2021-12
1692;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;15bis avenue du Président Wilson, 75116 PARIS;75016;Paris 16;16;CHAILLOT;2021-12-01;2021;12;Androï;DEVE-SAB;G2021L001692;"{""coordinates"": [2.2952313022491944, 48.86488000203907], ""type"": ""Point""}";48.86488000203907,2.2952313022491944;2021-12
32392;Arbres, végétaux et animaux;Herbes éparses;1 avenue de Suffren, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2022-01-15;2022;1;Page DMR Paris.fr;DPE-STPP-DT;S2022A032392;"{""coordinates"": [2.2915301050480625, 48.85733399660109], ""type"": ""Point""}";48.85733399660109,2.2915301050480625;2022-01
43872;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;9 Rue Françoise Dolto, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2022-01-20;2022;1;Androï;DVD;G2022A043872;"{""coordinates"": [2.3821422947467585, 48.82918499997059], ""type"": ""Point""}";48.82918499997059,2.3821422947467585;2022-01
43209;Arbres, végétaux et animaux;Herbes éparses;4 place Violet, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2022-01-19;2022;1;Page DMR Paris.fr;DPE-STPP-DT;S2022A043209;"{""coordinates"": [2.2899039065513107, 48.84462400166819], ""type"": ""Point""}";48.84462400166819,2.2899039065513107;2022-01
55368;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;12 Rue Jean-Pierre Timbaud, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-01-24;2022;1;IOPage DMR Paris.fr application;DEVE-SAB;A2022A055368;"{""coordinates"": [2.3677565964637823, 48.86512399715804], ""type"": ""Point""}";48.86512399715804,2.3677565964637823;2022-01
44232;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;124 Rue de Charenton, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2022-01-20;2022;1;IOPage DMR Paris.fr application;DEVE-SAB;A2022A044232;"{""coordinates"": [2.3862452932432445, 48.84205999478165], ""type"": ""Point""}";48.84205999478165,2.3862452932432445;2022-01
44270;Arbres, végétaux et animaux;Herbes éparses;33 Rue Pixérécourt, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2022-01-20;2022;1;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022A044270;"{""coordinates"": [2.395773404981754, 48.872062999734375], ""type"": ""Point""}";48.872062999734375,2.395773404981754;2022-01
48874;Arbres, végétaux et animaux;Présence de rats;217 boulevard Pereire, 75017 PARIS;75017;Paris 17;17;TERNES - MAILLOT;2022-01-22;2022;1;Page DMR Paris.fr;DASES;S2022A048874;"{""coordinates"": [2.2898607060254283, 48.88071999763379], ""type"": ""Point""}";48.88071999763379,2.2898607060254283;2022-01
18032;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;82 boulevard Garibaldi, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2022-01-09;2022;1;Androï;;G2022A018032;"{""coordinates"": [2.309041706464381, 48.84549299815124], ""type"": ""Point""}";48.84549299815124,2.309041706464381;2022-01
36848;Arbres, végétaux et animaux;Présence de rats;18 rue de la Lune, 75002 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2022-01-17;2022;1;Page DMR Paris.fr;DASES;S2022A036848;"{""coordinates"": [2.3500736004921348, 48.86981199903205], ""type"": ""Point""}";48.86981199903205,2.3500736004921348;2022-01
12580;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;6 rue Keufer, 75013 PARIS;75013;Paris 13;13;ITALIE - PEUPLIERS - RUNGIS;2022-01-06;2022;1;Page DMR Paris.fr;DEVE-SAB;S2022A012580;"{""coordinates"": [2.355552396708966, 48.82022000087093], ""type"": ""Point""}";48.82022000087093,2.355552396708966;2022-01
63810;Arbres, végétaux et animaux;Herbes éparses;177 Rue de Bercy, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2021-09-22;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I063810;"{""coordinates"": [2.374347393329297, 48.842999995919804], ""type"": ""Point""}";48.842999995919804,2.374347393329297;2021-09
62369;Arbres, végétaux et animaux;Pied d'arbre:Pavage ou trottoir dégradé autour d'un arbre;65 avenue des Gobelins, 75013 PARIS;75013;Paris 13;13;SALPETRIERE - AUSTERLITZ;2021-09-21;2021;9;Androï;DVD;G2021I062369;"{""coordinates"": [2.3543289953118713, 48.83388499492088], ""type"": ""Point""}";48.83388499492088,2.3543289953118713;2021-09
66641;Arbres, végétaux et animaux;Herbes éparses;11 Boulevard de Picpus, 75012 PARIS;75012;Paris 12;12;BEL - AIR NORD;2021-09-22;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I066641;"{""coordinates"": [2.400955402602361, 48.841459997394345], ""type"": ""Point""}";48.841459997394345,2.400955402602361;2021-09
57525;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;46 Rue Caulaincourt, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-09-20;2021;9;IOPage DMR Paris.fr application;DEVE-SAB;A2021I057525;"{""coordinates"": [2.3346598047113605, 48.88877999790443], ""type"": ""Point""}";48.88877999790443,2.3346598047113605;2021-09
68246;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;127 Quai de Valmy, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2021-09-23;2021;9;IOPage DMR Paris.fr application;DEVE-SAB;A2021I068246;"{""coordinates"": [2.364242295593291, 48.876277999096644], ""type"": ""Point""}";48.876277999096644,2.364242295593291;2021-09
65476;Arbres, végétaux et animaux;Présence de rats;1 Rue de la Lune, 75002 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2021-09-22;2021;9;Androï;DASES;G2021I065476;"{""coordinates"": [2.3516325944286267, 48.86974699595467], ""type"": ""Point""}";48.86974699595467,2.3516325944286267;2021-09
65535;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;269 Rue Marcadet, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2021-09-22;2021;9;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021I065535;"{""coordinates"": [2.327832497157463, 48.89306999678286], ""type"": ""Point""}";48.89306999678286,2.327832497157463;2021-09
65025;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;15 boulevard de Bercy, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2021-09-22;2021;9;Page DMR Paris.fr;DEVE-SAB;S2021I065025;"{""coordinates"": [2.381710298156509, 48.840209994626576], ""type"": ""Point""}";48.840209994626576,2.381710298156509;2021-09
